,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0000077,BP,GO:0000077,DNA damage checkpoint signaling,22/2567,35/6969,0.001533448,0.172653523,0.168747235,ATM/BRCC3/CDC5L/CDK1/CHEK1/DONSON/EME1/FEM1B/FOXO4/HUS1/MAPK14/MUS81/PPP1R10/PTPN11/RAD1/RHNO1/RINT1/RNASEH2B/TAOK1/TIPRL/UIMC1/WAC,22
GO:0050000,BP,GO:0050000,chromosome localization,20/2567,31/6969,0.001575785,0.172653523,0.168747235,ABRAXAS1/ABRAXAS2/BECN1/BIRC5/CCNB1/CENPQ/CHMP2B/EML4/KIF18A/KIF22/KNSTRN/KPNB1/NUF2/RAB11A/SGO1/SPAG5/SPC25/SPDL1/TERF1/VPS4B,20
GO:0051303,BP,GO:0051303,establishment of chromosome localization,20/2567,31/6969,0.001575785,0.172653523,0.168747235,ABRAXAS1/ABRAXAS2/BECN1/BIRC5/CCNB1/CENPQ/CHMP2B/EML4/KIF18A/KIF22/KNSTRN/KPNB1/NUF2/RAB11A/SGO1/SPAG5/SPC25/SPDL1/TERF1/VPS4B,20
GO:0000819,BP,GO:0000819,sister chromatid segregation,32/2567,57/6969,0.002242476,0.237774831,0.232395173,ABRAXAS1/ABRAXAS2/ANAPC5/ATM/AURKB/BECN1/BIRC5/CCNB1/CHMP2B/EML4/GEN1/INO80/KIF11/KIF18A/KIF18B/KIF22/KIF4A/KNSTRN/KPNB1/LSM14A/MAD2L1/NCAPG/NUF2/RAB11A/RAD21/SGO1/SMC4/SPDL1/TOP2A/USP44/VPS4B/ZWINT,32
GO:0010564,BP,GO:0010564,regulation of cell cycle process,97/2567,209/6969,0.002493835,0.249705587,0.244055994,ANAPC5/ANXA1/APP/APPL1/ATM/AURKB/BECN1/BIRC5/BMP4/BRCC3/CALM2/CALM3/CAV2/CCNB1/CCNB2/CCNF/CCNH/CCP110/CDC20/CDC25B/CDC25C/CDC5L/CDK1/CDK7/CDKN1B/CDKN2C/CDKN2D/CEP120/CEP250/CHEK1/CHMP2B/CSPP1/CTNNB1/DDX3X/DONSON/E2F8/EME1/EREG/FBXO5/FEM1B/FOXO4/GEN1/GPER1/GPR15LG/HUS1/ID2/INHBA/INO80/INTS3/KIF11/KIF20A/KLHL9/KNSTRN/MAD2L1/MAPK14/MDM1/MED1/MNAT1/MUS81/OVOL1/PAGR1/PDE3A/PIK3C3/PKD2/PPP1R10/PPP1R35/PRKACA/PRKAR1A/PRKAR2A/PTPN11/PTPN6/RAB11A/RAB11FIP4/RAD1/RAD18/RAD21/RHNO1/RINT1/RNASEH2B/SH3GLB1/SMC4/SMC6/SPAG5/SPDL1/SPDYA/STOX1/TAOK1/TCIM/TIPRL/TM4SF5/UBXN2B/UIMC1/USP44/VPS4B/WAC/WEE2/ZWINT,97
GO:0016567,BP,GO:0016567,protein ubiquitination,106/2567,231/6969,0.002558698,0.249705587,0.244055994,AMER1/ANAPC13/ANAPC16/ANAPC5/ARRDC3/ASB13/ASB3/ASB4/ASB7/BMI1/BRCA1/CBL/CCNF/CDC20/CEP63/CRBN/CUL4A/CUL4B/CUL5/DCAF11/DCAF13/DCAF17/DDB2/DDX3X/DTX4/FANCI/FBXL3/FBXL5/FBXO33/FBXO5/FBXO9/FEM1B/GPS2/HDAC6/HECTD2/HUWE1/KLHL15/KLHL20/KLHL24/KLHL25/KLHL41/KLHL42/KLHL9/LTN1/MAD2L1/MAPK9/MARCHF7/MIB1/MSL2/N4BP1/NDFIP2/NFE2L2/OGT/PCNP/PEX2/PJA2/PLAA/RAD18/RAG1/RBBP6/RLIM/RNF103/RNF11/RNF115/RNF125/RNF138/RNF139/RNF14/RNF141/RNF144A/RNF144B/RNF157/RNF182/RNF19A/RNF20/RNF208/RNF26/RNF7/SIAH1/SOCS4/SOCS5/SOCS6/SOCS7/SOX4/SPOPL/TNKS2/TOPORS/TRAF5/TRAF6/TRAF7/TRIM10/TRIM15/TRIM23/TRIM4/TRIM50/TRIM65/TRIM8/UBA6/UBA7/UBE2D3/UBE3A/UBE3B/USP44/WAC/WWP1/ZC4H2,106
GO:0031570,BP,GO:0031570,DNA integrity checkpoint signaling,22/2567,36/6969,0.002582899,0.249705587,0.244055994,ATM/BRCC3/CDC5L/CDK1/CHEK1/DONSON/EME1/FEM1B/FOXO4/HUS1/MAPK14/MUS81/PPP1R10/PTPN11/RAD1/RHNO1/RINT1/RNASEH2B/TAOK1/TIPRL/UIMC1/WAC,22
GO:1901879,BP,GO:1901879,regulation of protein depolymerization,18/2567,28/6969,0.0028626,0.264247926,0.258269313,ADD3/CAPZA1/CAPZA2/CARMIL1/CFL2/DSTN/F2RL1/HDAC6/MAP1B/MID1IP1/RDX/SPAST/SPTAN1/SPTB/TAOK1/TMOD2/TMOD3/VIL1,18
GO:1901990,BP,GO:1901990,regulation of mitotic cell cycle phase transition,42/2567,80/6969,0.002905614,0.264247926,0.258269313,ANAPC5/ANXA1/APP/APPL1/ATM/AURKB/BIRC5/BRCC3/CCNB1/CCNH/CDC25B/CDC25C/CDK1/CDKN1B/CDKN2C/CDKN2D/CHEK1/DDX3X/DONSON/FOXO4/GEN1/ID2/INHBA/INO80/INTS3/MAD2L1/MNAT1/PKD2/PTPN6/RAB11A/RAD21/RINT1/RNASEH2B/SPDL1/STOX1/TAOK1/TM4SF5/UIMC1/USP44/VPS4B/WAC/ZWINT,42
GO:0007010,BP,GO:0007010,cytoskeleton organization,169/2567,388/6969,0.003009745,0.264247926,0.258269313,ABRAXAS1/ABRAXAS2/ACTA1/ADD3/ALMS1/AP1AR/ARFGEF1/ATAT1/AURKB/BCL6/BICD1/BIRC5/CAPN6/CAPZA1/CAPZA2/CARMIL1/CCDC39/CCNB1/CCNB2/CCNF/CCP110/CDC42EP1/CDK1/CDKN1B/CENPA/CENPH/CEP120/CEP152/CEP250/CEP63/CFAP206/CFAP58/CFAP91/CFAP97D1/CFL2/CHEK1/CHMP2B/CHORDC1/CLDN19/CTNNB1/DCX/DNAAF2/DNAAF6/DNAI2/DNAI3/DNAL1/DPYSL2/DST/DSTN/DYRK1A/EML4/EPB41/ESAM/F2RL1/FAM110A/FOXJ1/GCC2/GDPD2/GEN1/GHRL/GHSR/GJA1/HAUS1/HAUS2/HAUS6/HDAC6/HIP1R/HOOK2/INO80/KANK3/KATNAL1/KIF11/KIF18A/KIF18B/KIF20A/KIF4A/KLHL24/KLHL41/KNSTRN/KPNB1/KPTN/KRAS/KRT19/KRT3/LIMA1/LRCH3/LSM14A/MAD2L1/MAP10/MAP1B/MAPK1/MAPRE1/MDM1/MET/MID1IP1/MNS1/MTM1/MTOR/MYH7/MYO5C/MYO6/MYOZ1/NCK1/NCKAP1/NCKAP5L/NEDD9/NHERF1/NRP1/NUF2/ODAD3/PAFAH1B1/PEAK3/PIERCE2/PIK3R1/PLS3/POF1B/PPL/PPP1R35/PRKAA2/PRKAR1A/RAB11A/RANGRF/RASA1/RDX/RGS14/RHOF/RHOQ/RHPN1/ROCK1/RSPH9/SAC3D1/SBDS/SGO1/SIX4/SKA1/SKA2/SLAIN2/SLK/SMAD4/SPAST/SPATA17/SPC25/SPDL1/SPRY1/SPTAN1/SPTB/SRCIN1/TACSTD2/TAOK1/TESK2/TGFB3/TMOD2/TMOD3/TPM1/TPM4/TPPP/TRPV4/TUBD1/TUBGCP3/TWF1/TXNDC9/UBXN2B/VIL1/VPS4B/WASL/WDR62/WNT11/XIRP2/ZRANB1,169
GO:0034063,BP,GO:0034063,stress granule assembly,9/2567,11/6969,0.003054889,0.264247926,0.258269313,CAPRIN1/CSDE1/DDX3X/DDX6/EIF2S1/FMR1/G3BP2/PRKAA2/PRRC2C,9
GO:0051726,BP,GO:0051726,regulation of cell cycle,140/2567,316/6969,0.0031541,0.265834057,0.259819558,ACTB/ACTL6A/ANAPC5/ANGEL2/ANXA1/APP/APPL1/ATM/AURKB/BECN1/BIRC5/BMP4/BRCC3/CABLES2/CALM2/CALM3/CAV2/CCNB1/CCNB2/CCNF/CCNG1/CCNG2/CCNH/CCNI/CCP110/CDC20/CDC25B/CDC25C/CDC5L/CDK1/CDK7/CDKN1B/CDKN2C/CDKN2D/CEBPA/CEP120/CEP250/CHDH/CHEK1/CHMP2B/CKS2/CSPP1/CTNNB1/DDX3X/DONSON/DR1/E2F8/EME1/EREG/FBXO5/FEM1B/FOXA1/FOXM1/FOXO4/FZD3/GADD45G/GATA3/GDF9/GEN1/GMNN/GPER1/GPR15LG/GRK5/HHEX/HUS1/ID2/IL10/ING3/INHBA/INO80/INTS3/JUN/KIF11/KIF20A/KLHL9/KNSTRN/MAD2L1/MAPK14/MBIP/MDM1/MED1/MNAT1/MUS81/MYOG/NEK7/NHERF1/NR2E1/NR2F2/NUP214/NUPR2/OVOL1/PAGR1/PCLAF/PDE3A/PIK3C3/PIM2/PKD2/PPP1R10/PPP1R35/PRKACA/PRKAR1A/PRKAR2A/PTPN11/PTPN6/RAB11A/RAB11FIP4/RAD1/RAD18/RAD21/RB1/RHNO1/RHOB/RINT1/RNASEH2B/RPS6KB1/SH3GLB1/SMC4/SMC6/SON/SPAG5/SPATA22/SPDL1/SPDYA/SPDYC/STOX1/TAOK1/TCIM/TIPRL/TM4SF5/TRNP1/UBXN2B/UIMC1/USP16/USP2/USP44/VPS4B/WAC/WEE2/ZWINT/ZZZ3,140
GO:0051261,BP,GO:0051261,protein depolymerization,23/2567,39/6969,0.003959966,0.323230952,0.315917847,ADD3/CAPZA1/CAPZA2/CARMIL1/CFL2/DNAJC6/DSTN/F2RL1/HDAC6/KIF18A/KIF18B/MAP1B/MID1IP1/NCKAP5L/RDX/SPAST/SPTAN1/SPTB/TAOK1/TMOD2/TMOD3/VIL1/VPS4B,23
GO:0016192,BP,GO:0016192,vesicle-mediated transport,199/2567,466/6969,0.004031782,0.323230952,0.315917847,ACTB/ALMS1/ANXA1/AP1AR/AP1B1/AP1G1/AP1G2/AP2B1/AP3B1/AP3M1/AP4E1/APLN/APP/APPL1/ARCN1/ARFGEF2/ARL1/ARL4A/ARL5B/ATAD1/ATP6V1G2/AZU1/BECN1/BICD1/BIN3/BLZF1/CACNG7/CADPS2/CARMIL1/CAV1/CAV2/CBL/CD47/CHMP2B/CHMP4C/CLCN5/CLN3/CLN5/CLTC/COG1/COLEC11/COPA/COPB1/COPB2/COPG2/CREB3L2/CTBP2/DENND10/DLL1/DNAJC6/DTNBP1/EPN3/ERGIC2/EXOC1/EXOC2/F2RL1/FCER1G/FCGR1A/FLOT1/FMR1/FNBP1L/GCC2/GGA2/GHR/GOLPH3L/GOLT1A/GOLT1B/GOSR1/GPR15LG/GPRASP1/GRK3/GRK4/HIP1R/HMMR/HPS4/HTR2B/IGF1R/IL15/INPP5F/INSIG1/ITGB1/KIF16B/KLHL20/LGI3/LIN7C/LRRTM2/LY75/MAP4K2/MAPK1/MET/MIB1/MPPE1/MSR1/MTM1/MX1/MYO6/NPRL2/NSF/OPTN/PHETA2/PICALM/PIK3C3/PIKFYVE/PIP4K2A/PLAA/PLD1/PRSS12/RAB11A/RAB11FIP2/RAB14/RAB1A/RAB21/RAB26/RAB27A/RAB29/RAB32/RAB33B/RAB39A/RAB3A/RAB42/RAB4A/RAB5A/RAB9A/RABGEF1/RAMP1/RAMP2/RANGRF/RAP1A/RDX/RHOB/RHOBTB3/RHOQ/RIC1/RINT1/RNF139/ROCK1/RUBCN/RUFY1/SAR1B/SCAMP1/SCAP/SCFD2/SEC22C/SEC24A/SEC31B/SFT2D2/SFT2D3/SIGLEC1/SLC18A2/SLC1A1/SNAP23/SNAPIN/SNX10/SNX16/SNX27/SPAST/STEAP2/STX10/STX17/STX19/STX2/STX7/STXBP5/STXBP6/SV2A/SYN1/SYNGR3/SYT3/TAMALIN/TBC1D8B/TFRC/THBS1/TMED10/TMED5/TMED6/TMEM167B/TRAPPC6B/TRIM23/TYROBP/UNC13D/USO1/VAMP2/VAMP7/VLDLR/VPS11/VPS26A/VPS33A/VPS36/VPS41/VPS45/VPS4B/VPS53/VTI1B/WDR91/YIPF1/YIPF5/YIPF6/ZFPL1/ZP3,199
GO:0007018,BP,GO:0007018,microtubule-based movement,54/2567,109/6969,0.004224679,0.330631412,0.323150872,ACTR10/AGTPBP1/APP/BICD1/BICDL2/BLOC1S6/CATSPER2/CCDC39/CFAP206/CFAP298/CFAP58/CFAP97D1/DEFB1/DEFB1/DNAAF2/DNAAF6/DNAI2/DTNBP1/DYNC1I2/DYNC2I2/DYNC2LI1/DYNLT4/HDAC6/IFT46/IFT52/IFT74/KIF11/KIF16B/KIF18A/KIF18B/KIF20A/KIF20B/KIF22/KIF2C/KIF3A/KIF4A/KIFC1/KPNB1/KTN1/LCA5/MAP1B/MNS1/NHERF1/NME5/ODAD3/PAFAH1B1/PIERCE2/RAB1A/RAB21/RSPH9/SNAPIN/SPAST/TAC4/TEKT1,54
GO:0007080,BP,GO:0007080,mitotic metaphase chromosome alignment,11/2567,15/6969,0.004461933,0.341078489,0.333361584,BECN1/CCNB1/CHMP2B/EML4/KIF18A/KIF22/KPNB1/NUF2/RAB11A/SPDL1/VPS4B,11
GO:0051640,BP,GO:0051640,organelle localization,69/2567,145/6969,0.004768952,0.350221445,0.34229768,ABRAXAS1/ABRAXAS2/ACTR10/AGTPBP1/AHCYL1/ALB/AP1AR/BECN1/BICD1/BICDL2/BIRC5/BLOC1S6/CAV2/CCNB1/CENPA/CENPQ/CEP120/CHMP2B/CTBP2/DTNBP1/EML4/FAM98A/GJA1/GPR15LG/HDAC6/KIF18A/KIF22/KNSTRN/KPNB1/LMNB1/MAD2L1/MAP1B/MAP4K2/MFN1/MTM1/MTOR/MYO5C/MYO6/NHERF1/NUF2/PAFAH1B1/PDCD10/POLR2M/RAB11A/RAB1A/RAB27A/RAB3A/SAR1B/SDAD1/SGO1/SLC18A2/SNAP23/SNAPIN/SPAG5/SPAST/SPATA17/SPC25/SPDL1/SPOUT1/SPRY1/STX17/SYN1/TERF1/TMED10/TMEM106B/UBXN2B/VPS11/VPS33A/VPS4B,69
GO:1902749,BP,GO:1902749,regulation of cell cycle G2/M phase transition,19/2567,31/6969,0.004794635,0.350221445,0.34229768,APP/AURKB/BRCC3/CCNB1/CDC25B/CDC25C/CDK1/CHEK1/DONSON/FOXO4/INTS3/RAB11A/RAD21/RINT1/RNASEH2B/STOX1/TAOK1/UIMC1/VPS4B,19
GO:0000075,BP,GO:0000075,cell cycle checkpoint signaling,31/2567,57/6969,0.005010111,0.358005121,0.34990525,ATM/AURKB/BIRC5/BRCC3/CCNB1/CDC5L/CDK1/CHEK1/DONSON/EME1/FEM1B/FOXO4/GEN1/HUS1/INTS3/MAD2L1/MAPK14/MUS81/PPP1R10/PTPN11/RAD1/RHNO1/RINT1/RNASEH2B/SPDL1/TAOK1/TIPRL/UIMC1/USP44/WAC/ZWINT,31
GO:0048599,BP,GO:0048599,oocyte development,16/2567,25/6969,0.005221105,0.365144089,0.356882699,CCNB1/CCNB2/CCNH/CDC20/CDC25B/CDK1/CDK7/DMC1/GDF9/PDE3A/PRKACA/PRKAR1A/PRKAR2A/SPDYA/WEE2/ZP3,16
GO:0006085,BP,GO:0006085,acetyl-CoA biosynthetic process,8/2567,10/6969,0.006883894,0.461782844,0.451335001,ACAT1/ACLY/ACSS2/DLAT/PDHA1/PDHB/PDHX/PDK3,8
GO:0007095,BP,GO:0007095,mitotic G2 DNA damage checkpoint signaling,8/2567,10/6969,0.006883894,0.461782844,0.451335001,BRCC3/CDK1/CHEK1/DONSON/FOXO4/RINT1/TAOK1/UIMC1,8
GO:0006082,BP,GO:0006082,organic acid metabolic process,141/2567,325/6969,0.007584314,0.46262199,0.452155161,AASDHPPT/AASS/ACACA/ACADL/ACADM/ACAT1/ACCS/ACLY/ACMSD/ACO1/ACOX1/ACSL4/ACSM3/ALDH18A1/ALDH1L2/ALDH5A1/ALDH6A1/ALOX5AP/AMT/ANXA1/APIP/APP/ASAH1/ASNSD1/ATCAY/AUH/BCAT2/BDH2/BRCA1/C3/CDO1/CMAH/CPT1A/CROT/CS/CYP1A1/CYP1A2/CYP2U1/CYP7A1/CYP8B1/DAO/DARS1/DBT/DCT/DDC/DDO/DECR2/DHRS9/DIO1/DLAT/DPEP1/ELOVL3/ENO2/FA2H/FADS1/FASN/FGFR4/FMO3/FTCD/GCAT/GFPT1/GLS2/GLUD1/GLYATL2/GNMT/GPAM/HDC/HEXB/HGD/HK2/HK3/HKDC1/HNF1A/HNF4A/HSD17B4/IARS2/IDH1/IDNK/INSIG1/INSIG2/IVD/IYD/KMO/KYAT3/LDHC/LTA4H/LTC4S/MAPK14/MDH1/MID1IP1/MMUT/MRPS36/MTAP/MTHFD1/NAGS/NANP/NARS2/NIT2/NPL/NUDT7/OCA2/OGT/PC/PCCB/PCK1/PDHA1/PDHB/PDHX/PDK3/PEX2/PFKM/PHGDH/PHYH/PLA2G5/PLAA/PRKAA2/PRKAG1/PRKAG3/PTGES3/PTGIS/PTGR2/RARS1/RBP1/SARDH/SCAP/SCD/SCD5/SLC27A2/SLC37A4/SLC39A8/SLC45A3/SLC7A7/STAR/SULT1C3/SULT2A1/UGDH/UROC1/UROS/VARS2/VNN1/WARS2,141
GO:0007030,BP,GO:0007030,Golgi organization,19/2567,32/6969,0.007771377,0.46262199,0.452155161,ARFGEF1/ARL1/ATL2/BLZF1/COG1/GCC2/GOLPH3L/LYSMD3/MAPK1/OPTN/PDCD10/RAB1A/RAB33B/STX17/TMED10/TMED5/TMED6/USO1/YIPF5,19
GO:0032446,BP,GO:0032446,protein modification by small protein conjugation,112/2567,253/6969,0.008005619,0.46262199,0.452155161,AMER1/ANAPC13/ANAPC16/ANAPC5/ARRDC3/ASB13/ASB3/ASB4/ASB7/BMI1/BRCA1/CALML4/CBL/CCNF/CDC20/CEP63/CRBN/CUL4A/CUL4B/CUL5/DCAF11/DCAF13/DCAF17/DDB2/DDX3X/DTX4/EGR1/FANCI/FBXL3/FBXL5/FBXO33/FBXO5/FBXO9/FEM1B/GNL3/GPS2/HDAC6/HECTD2/HUWE1/KLHL15/KLHL20/KLHL24/KLHL25/KLHL41/KLHL42/KLHL9/LTN1/MAD2L1/MAPK9/MARCHF7/MIB1/MSL2/N4BP1/NDFIP2/NFE2L2/OGT/PCNP/PEX2/PJA2/PLAA/RAD18/RAG1/RBBP6/RLIM/RNF103/RNF11/RNF115/RNF125/RNF138/RNF139/RNF14/RNF141/RNF144A/RNF144B/RNF157/RNF182/RNF19A/RNF20/RNF208/RNF26/RNF7/SIAH1/SOCS4/SOCS5/SOCS6/SOCS7/SOX4/SPOPL/SUMO1/TNKS2/TOPORS/TRAF5/TRAF6/TRAF7/TRIM10/TRIM15/TRIM23/TRIM4/TRIM50/TRIM65/TRIM8/UBA3/UBA6/UBA7/UBE2D3/UBE3A/UBE3B/UFL1/USP44/WAC/WWP1/ZC4H2,112
GO:0043436,BP,GO:0043436,oxoacid metabolic process,140/2567,323/6969,0.008090644,0.46262199,0.452155161,AASDHPPT/AASS/ACACA/ACADL/ACADM/ACAT1/ACCS/ACLY/ACMSD/ACO1/ACOX1/ACSL4/ACSM3/ALDH18A1/ALDH1L2/ALDH5A1/ALDH6A1/ALOX5AP/AMT/ANXA1/APIP/APP/ASAH1/ASNSD1/ATCAY/AUH/BCAT2/BDH2/BRCA1/C3/CDO1/CMAH/CPT1A/CROT/CS/CYP1A1/CYP1A2/CYP2U1/CYP7A1/CYP8B1/DAO/DARS1/DBT/DCT/DDC/DDO/DECR2/DHRS9/DIO1/DLAT/DPEP1/ELOVL3/ENO2/FA2H/FADS1/FASN/FGFR4/FTCD/GCAT/GFPT1/GLS2/GLUD1/GLYATL2/GNMT/GPAM/HDC/HEXB/HGD/HK2/HK3/HKDC1/HNF1A/HNF4A/HSD17B4/IARS2/IDH1/IDNK/INSIG1/INSIG2/IVD/IYD/KMO/KYAT3/LDHC/LTA4H/LTC4S/MAPK14/MDH1/MID1IP1/MMUT/MRPS36/MTAP/MTHFD1/NAGS/NANP/NARS2/NIT2/NPL/NUDT7/OCA2/OGT/PC/PCCB/PCK1/PDHA1/PDHB/PDHX/PDK3/PEX2/PFKM/PHGDH/PHYH/PLA2G5/PLAA/PRKAA2/PRKAG1/PRKAG3/PTGES3/PTGIS/PTGR2/RARS1/RBP1/SARDH/SCAP/SCD/SCD5/SLC27A2/SLC37A4/SLC39A8/SLC45A3/SLC7A7/STAR/SULT1C3/SULT2A1/UGDH/UROC1/UROS/VARS2/VNN1/WARS2,140
GO:0036230,BP,GO:0036230,granulocyte activation,9/2567,12/6969,0.008218377,0.46262199,0.452155161,AMCF-II/ANXA1/DNASE1/F2RL1/FCER1G/IL15/IL18RAP/SCNN1B/TYROBP,9
GO:0042119,BP,GO:0042119,neutrophil activation,9/2567,12/6969,0.008218377,0.46262199,0.452155161,AMCF-II/ANXA1/DNASE1/F2RL1/FCER1G/IL15/IL18RAP/SCNN1B/TYROBP,9
GO:1901659,BP,GO:1901659,glycosyl compound biosynthetic process,9/2567,12/6969,0.008218377,0.46262199,0.452155161,ADA2/ADAL/ADK/HPRT1/MTAP/PGM2/PRTFDC1/TYW3/TYW5,9
GO:0032259,BP,GO:0032259,methylation,59/2567,124/6969,0.008662194,0.46262199,0.452155161,ALKBH8/AMT/ARID4A/ARMT1/BMI1/CARNMT1/CSKMT/CYP51A1/DIMT1/DPH5/EHMT2/ETF1/EZH1/EZH2/FAM98A/FAM98B/FDXACB1/GNMT/HELLS/HNMT/ICMT/INMT/KDM1B/KMT5B/METTL14/METTL21A/METTL21C/METTL23/METTL24/METTL5/MTO1/MTR/NDUFAF7/NFYB/NSUN3/OGT/PCMTD1/PHF8/RBM15/SETD4/SETD6/SETD7/SETDB1/SETDB2/SMAD4/SMYD3/SPOUT1/STPG4/SUV39H2/TPMT/TRDMT1/TRMT10A/TRMT10C/TRMT11/TRMT6/TRMT9B/TYW3/WTAP/ZBTB2,59
GO:0009994,BP,GO:0009994,oocyte differentiation,16/2567,26/6969,0.008977381,0.46262199,0.452155161,CCNB1/CCNB2/CCNH/CDC20/CDC25B/CDK1/CDK7/DMC1/GDF9/PDE3A/PRKACA/PRKAR1A/PRKAR2A/SPDYA/WEE2/ZP3,16
GO:0006511,BP,GO:0006511,ubiquitin-dependent protein catabolic process,89/2567,197/6969,0.009040372,0.46262199,0.452155161,AGTPBP1/AKIRIN2/ANAPC10/ANAPC5/ATE1/CACUL1/CALR3/CBL/CCNF/CDC20/CHMP2B/CLGN/CUL4A/CUL4B/CUL5/DNAJB9/ERLEC1/FBXL3/FBXL4/FBXL5/FBXO33/FBXO9/FEM1B/FOXRED2/HDAC6/HSP90B1/KCTD6/KLHDC2/KLHL15/KLHL20/KLHL42/LTN1/MIB1/N4BP1/NDFIP2/NEMF/NFE2L2/OGT/OTUD7B/PJA2/PLAA/PSMA3/PSMD14/RAD23B/RBBP6/RLIM/RMND5B/RNF103/RNF11/RNF115/RNF128/RNF139/RNF14/RNF144B/RNF19A/RNF20/RNF26/RNF7/SIAH1/SOCS4/SOCS5/SPOPL/STT3B/STYX/TAF9/TMEM168/TOPORS/UBE2D3/UBE3A/UCHL3/UCHL5/USP15/USP16/USP2/USP21/USP37/USP4/USP43/USP44/USP45/USP7/VPS36/VPS4B/WAC/WNT1/WWP1/YOD1/ZFAND2B/ZRANB1,89
GO:0035384,BP,GO:0035384,thioester biosynthetic process,10/2567,14/6969,0.009067938,0.46262199,0.452155161,ACACA/ACAT1/ACLY/ACSS2/DLAT/ELOVL3/PDHA1/PDHB/PDHX/PDK3,10
GO:0071616,BP,GO:0071616,acyl-CoA biosynthetic process,10/2567,14/6969,0.009067938,0.46262199,0.452155161,ACACA/ACAT1/ACLY/ACSS2/DLAT/ELOVL3/PDHA1/PDHB/PDHX/PDK3,10
GO:0048706,BP,GO:0048706,embryonic skeletal system development,23/2567,41/6969,0.009129704,0.46262199,0.452155161,BMI1/BMP4/DLX2/EXT1/FGF9/HOXA2/HOXA3/HOXA9/HOXB2/HOXB5/HOXB6/HOXB7/HOXB8/HOXC6/HOXD1/HOXD3/LHX1/MMP16/NKX3-2/OSR2/SHOX2/SIX4/WNT11,23
GO:0019752,BP,GO:0019752,carboxylic acid metabolic process,138/2567,319/6969,0.009201684,0.46262199,0.452155161,AASDHPPT/AASS/ACACA/ACADL/ACADM/ACAT1/ACCS/ACLY/ACMSD/ACO1/ACOX1/ACSL4/ACSM3/ALDH18A1/ALDH1L2/ALDH5A1/ALDH6A1/ALOX5AP/AMT/ANXA1/APIP/APP/ASAH1/ASNSD1/ATCAY/AUH/BCAT2/BDH2/BRCA1/C3/CDO1/CMAH/CPT1A/CROT/CS/CYP1A1/CYP1A2/CYP2U1/CYP7A1/CYP8B1/DAO/DARS1/DBT/DCT/DDC/DDO/DECR2/DHRS9/DIO1/DLAT/DPEP1/ELOVL3/ENO2/FA2H/FADS1/FASN/FGFR4/FTCD/GCAT/GFPT1/GLS2/GLUD1/GLYATL2/GNMT/GPAM/HDC/HEXB/HGD/HK2/HK3/HKDC1/HNF1A/HNF4A/HSD17B4/IARS2/IDH1/IDNK/INSIG1/INSIG2/IVD/IYD/KMO/KYAT3/LDHC/LTA4H/LTC4S/MAPK14/MDH1/MID1IP1/MMUT/MRPS36/MTAP/MTHFD1/NAGS/NANP/NARS2/NIT2/NPL/NUDT7/OCA2/OGT/PC/PCCB/PCK1/PDHA1/PDHB/PDHX/PDK3/PEX2/PFKM/PHGDH/PHYH/PLA2G5/PLAA/PRKAA2/PRKAG1/PRKAG3/PTGES3/PTGIS/PTGR2/RARS1/RBP1/SARDH/SCAP/SCD/SCD5/SLC27A2/SLC37A4/SLC39A8/SLC45A3/SLC7A7/STAR/UGDH/UROC1/UROS/VARS2/VNN1/WARS2,138
GO:0051656,BP,GO:0051656,establishment of organelle localization,53/2567,110/6969,0.009209763,0.46262199,0.452155161,ABRAXAS1/ABRAXAS2/ACTR10/AGTPBP1/AP1AR/BECN1/BICD1/BICDL2/BIRC5/BLOC1S6/CCNB1/CENPA/CENPQ/CEP120/CHMP2B/DTNBP1/EML4/GJA1/GPR15LG/HDAC6/KIF18A/KIF22/KNSTRN/KPNB1/LMNB1/MAD2L1/MAP1B/MAP4K2/MYO5C/MYO6/NHERF1/NUF2/PAFAH1B1/PDCD10/RAB11A/RAB1A/RAB27A/SAR1B/SDAD1/SGO1/SLC18A2/SNAP23/SNAPIN/SPAG5/SPAST/SPATA17/SPC25/SPDL1/SPRY1/TERF1/TMED10/UBXN2B/VPS4B,53
GO:0001556,BP,GO:0001556,oocyte maturation,15/2567,24/6969,0.009309441,0.46262199,0.452155161,CCNB1/CCNB2/CCNH/CDC20/CDC25B/CDK1/CDK7/DMC1/GDF9/PDE3A/PRKACA/PRKAR1A/PRKAR2A/SPDYA/WEE2,15
