,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030163,BP,GO:0030163,protein catabolic process,162/2934,299/6969,1.15E-05,0.00179821,0.001666514,ABHD17A/ARAF/AREL1/ARIH2/ASB11/ASB9/ATP5IF1/AZIN1/BAG2/BAG6/BAP1/BCAP31/CALR/CAPN3/CASP8/CBLB/CCDC22/CELA2A/CHMP1A/CHMP4A/CHMP5/CLU/CSNK1E/CST3/CTSB/CTSC/CTSH/CTSV/CTSZ/DDB1/DDIT3/DDRGK1/DERL3/DESI1/DNAJB12/DVL1/EDEM2/ENC1/EPM2A/FAF2/FBXL12/FBXO38/FBXO4/FBXO7/FBXO8/FOXO1/FURIN/FYN/FZR1/GABARAP/GBA1/GFAP/GUSB/HAMP/ISG15/KEAP1/KLHDC3/L3MBTL3/LGMN/LYPLA2/MAD2L2/MARCHF2/MDM2/NOS2/NSFL1C/NTAN1/OAZ3/P2RX7/PARK7/PCBP2/PDCL3/PDLIM2/PIN1/PITHD1/PJA1/PLK2/PLK3/PPP1R11/PRKN/PSEN1/PSMA1/PSMA2/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB3/PSMB4/PSMB7/PSMB8/PSMB9/PSMC1/PSMC2/PSMC3/PSMC5/PSMD10/PSMD2/PSMD3/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/PTK2B/RACK1/RAD23A/RGP1/RNF114/RNF122/RNF167/RNF180/RNF185/RNF19B/RNF4/RNF41/RNF5/RPL11/SELENOS/SIAH2/SIRT1/SMAD7/SNF8/SOX9/SPATA18/SPOP/SQSTM1/STUB1/STX5/SUMO2/SVIP/TIMP1/TIMP3/TIPARP/TMEM129/TMEM199/TMEM259/TNFAIP1/TNFAIP3/TP53INP2/TRAF2/TRIM32/TRIM39/TRPC4AP/UBA52/UBB/UBC/UBE2B/UBE2C/UBE2D1/UBE2J2/UBQLN4/UBXN4/UCHL1/USP18/USP30/USP5/VCP/VPS28/ZFAND2A,162
GO:1901565,BP,GO:1901565,organonitrogen compound catabolic process,217/2934,416/6969,1.28E-05,0.001923859,0.001782961,ABAT/ABHD17A/ADAMTS13/AMDHD2/ARAF/AREL1/ARG1/ARG2/ARIH2/ASB11/ASB9/ATP5IF1/AZIN1/BAG2/BAG6/BAP1/BCAP31/BLVRA/BLVRB/CALR/CAPN3/CASP8/CBLB/CCDC22/CELA2A/CHI3L1/CHMP1A/CHMP4A/CHMP5/CLU/COMT/CSNK1E/CST3/CTSB/CTSC/CTSH/CTSV/CTSZ/DCTPP1/DDB1/DDIT3/DDRGK1/DERL3/DESI1/DLST/DNAJB12/DPYD/DPYS/DUT/DVL1/EDEM2/ENC1/EPM2A/ETFB/FAF2/FBXL12/FBXO38/FBXO4/FBXO7/FBXO8/FITM2/FOXO1/FURIN/FYN/FZR1/GABARAP/GBA1/GFAP/GM2A/GNPDA1/GOT1/GOT2/GPT2/GSTZ1/GUSB/HAMP/HINT1/HMOX1/HMOX2/HSD17B10/HYAL1/HYAL2/HYAL3/HYAL4/IDO1/ISG15/KEAP1/KLHDC3/L3MBTL3/LGMN/LYPLA2/MAD2L2/MARCHF2/MDM2/NEU1/NEU3/NOS2/NOS3/NSFL1C/NT5C/NT5E/NT5M/NTAN1/OAZ3/OVGP1/P2RX7/PARK7/PCBP2/PCYOX1L/PDCL3/PDE2A/PDE4A/PDE4B/PDLIM2/PGLYRP2/PGLYRP3/PIN1/PITHD1/PJA1/PLK2/PLK3/PPP1R11/PRKN/PSEN1/PSMA1/PSMA2/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB3/PSMB4/PSMB7/PSMB8/PSMB9/PSMC1/PSMC2/PSMC3/PSMC5/PSMD10/PSMD2/PSMD3/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/PTK2B/QDPR/QPRT/RACK1/RAD23A/RENBP/RGP1/RNF114/RNF122/RNF167/RNF180/RNF185/RNF19B/RNF4/RNF41/RNF5/RPL11/SAMHD1/SAT1/SDS/SELENOS/SIAH2/SIRT1/SLC25A44/SMAD7/SMPD2/SNF8/SOX9/SPATA18/SPOP/SQSTM1/STUB1/STX5/SUMO2/SVIP/TAT/TGFB1/TIMP1/TIMP3/TIPARP/TMEM129/TMEM199/TMEM259/TNFAIP1/TNFAIP3/TP53INP2/TRAF2/TRIM32/TRIM39/TRPC4AP/UBA52/UBB/UBC/UBE2B/UBE2C/UBE2D1/UBE2J2/UBQLN4/UBXN4/UCHL1/UROD/USP18/USP30/USP5/VCP/VPS28/ZFAND2A,217
GO:0000375,BP,GO:0000375,"RNA splicing, via transesterification reactions",72/2934,117/6969,1.53E-05,0.00201635,0.001868678,BCAS2/BUD31/CELF3/CLNS1A/CWC15/DCPS/DDX20/DDX39B/DHX16/DHX8/EFTUD2/EIF4A3/ESS2/GEMIN8/IK/LSM3/LSM5/LUC7L/MAGOH/METTL3/MYOD1/NOVA2/PQBP1/PRDX6/PRPF18/PRPF19/PRPF3/PRPF31/PRPF4/PTBP1/RBM14/RBM15B/RBM17/RBM3/RBM38/RBM42/RBM8A/RBMX2/SART1/SF1/SF3A1/SF3A3/SF3B2/SF3B4/SF3B5/SF3B6/SFSWAP/SNRNP25/SNRPA/SNRPA1/SNRPC/SNRPD1/SNRPE/SNRPF/SNRPG/SRSF2/SRSF5/SRSF6/SRSF7/STRAP/TFIP11/TRA2B/TXNL4A/U2AF1L4/USP39/WDR83/XAB2/YJU2/YJU2B/ZBTB7A/ZMAT2/ZRSR2,72
GO:0000377,BP,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",72/2934,117/6969,1.53E-05,0.00201635,0.001868678,BCAS2/BUD31/CELF3/CLNS1A/CWC15/DCPS/DDX20/DDX39B/DHX16/DHX8/EFTUD2/EIF4A3/ESS2/GEMIN8/IK/LSM3/LSM5/LUC7L/MAGOH/METTL3/MYOD1/NOVA2/PQBP1/PRDX6/PRPF18/PRPF19/PRPF3/PRPF31/PRPF4/PTBP1/RBM14/RBM15B/RBM17/RBM3/RBM38/RBM42/RBM8A/RBMX2/SART1/SF1/SF3A1/SF3A3/SF3B2/SF3B4/SF3B5/SF3B6/SFSWAP/SNRNP25/SNRPA/SNRPA1/SNRPC/SNRPD1/SNRPE/SNRPF/SNRPG/SRSF2/SRSF5/SRSF6/SRSF7/STRAP/TFIP11/TRA2B/TXNL4A/U2AF1L4/USP39/WDR83/XAB2/YJU2/YJU2B/ZBTB7A/ZMAT2/ZRSR2,72
GO:0000398,BP,GO:0000398,"mRNA splicing, via spliceosome",72/2934,117/6969,1.53E-05,0.00201635,0.001868678,BCAS2/BUD31/CELF3/CLNS1A/CWC15/DCPS/DDX20/DDX39B/DHX16/DHX8/EFTUD2/EIF4A3/ESS2/GEMIN8/IK/LSM3/LSM5/LUC7L/MAGOH/METTL3/MYOD1/NOVA2/PQBP1/PRDX6/PRPF18/PRPF19/PRPF3/PRPF31/PRPF4/PTBP1/RBM14/RBM15B/RBM17/RBM3/RBM38/RBM42/RBM8A/RBMX2/SART1/SF1/SF3A1/SF3A3/SF3B2/SF3B4/SF3B5/SF3B6/SFSWAP/SNRNP25/SNRPA/SNRPA1/SNRPC/SNRPD1/SNRPE/SNRPF/SNRPG/SRSF2/SRSF5/SRSF6/SRSF7/STRAP/TFIP11/TRA2B/TXNL4A/U2AF1L4/USP39/WDR83/XAB2/YJU2/YJU2B/ZBTB7A/ZMAT2/ZRSR2,72
GO:1903050,BP,GO:1903050,regulation of proteolysis involved in protein catabolic process,42/2934,61/6969,2.05E-05,0.00259679,0.002406609,ARAF/ARIH2/ATP5IF1/BAG2/BAG6/BCAP31/CCDC22/CLU/CSNK1E/DDRGK1/DESI1/DVL1/EPM2A/FZR1/GABARAP/GBA1/L3MBTL3/MDM2/PARK7/PDCL3/PITHD1/PLK3/PRKN/PSEN1/PSMD10/PSME1/PSME2/PSME3/PTK2B/RACK1/RNF180/RNF19B/RPL11/SMAD7/STUB1/SUMO2/SVIP/TMEM259/TRIM39/UBB/UBQLN4/ZFAND2A,42
GO:0009057,BP,GO:0009057,macromolecule catabolic process,218/2934,424/6969,4.18E-05,0.005101938,0.004728287,ABHD17A/AGO2/ARAF/AREL1/ARIH2/ASB11/ASB9/ATP5IF1/AZIN1/BAG2/BAG6/BAP1/BAX/BCAP31/CALR/CAPN3/CASP8/CBLB/CCDC22/CELA2A/CHI3L1/CHMP1A/CHMP4A/CHMP5/CLU/CNOT3/CNOT8/CNOT9/CSNK1E/CST3/CTSB/CTSC/CTSH/CTSV/CTSZ/DCP1A/DCPS/DDB1/DDIT3/DDRGK1/DDX49/DERL3/DESI1/DNAJB12/DNASE1L1/DNASE2/DVL1/EDC3/EDEM2/EIF4A3/ELAVL1/ENC1/EPM2A/EXOSC3/EXOSC4/FAF2/FASTK/FBXL12/FBXO38/FBXO4/FBXO7/FBXO8/FEN1/FOXO1/FURIN/FYN/FZR1/GABARAP/GBA1/GFAP/GUSB/HAMP/HYAL1/HYAL2/HYAL3/HYAL4/IGF2BP1/ISG15/ISG20/KEAP1/KLHDC3/L3MBTL3/LGMN/LSM5/LYPLA2/MAD2L2/MAGOH/MARCHF2/MDM2/NAF1/NOS2/NSFL1C/NTAN1/OAZ3/OVGP1/P2RX7/PABPC4/PARK7/PCBP2/PCID2/PDCL3/PDE12/PDLIM2/PELO/PGLYRP2/PGLYRP3/PHKG2/PIN1/PITHD1/PJA1/PLK2/PLK3/PNLDC1/POP1/PPP1R11/PPP1R3B/PRKN/PSEN1/PSMA1/PSMA2/PSMA4/PSMA5/PSMA6/PSMA7/PSMB1/PSMB10/PSMB3/PSMB4/PSMB7/PSMB8/PSMB9/PSMC1/PSMC2/PSMC3/PSMC5/PSMD10/PSMD2/PSMD3/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/PTK2B/RACK1/RAD23A/RBM38/RBM8A/REXO4/RGP1/RNASEH1/RNASEH2A/RNF114/RNF122/RNF167/RNF180/RNF185/RNF19B/RNF4/RNF41/RNF5/RPL11/SELENOS/SIAH2/SIDT2/SIRT1/SKIC8/SMAD7/SMG9/SNF8/SOX9/SPATA18/SPOP/SQSTM1/STUB1/STX5/SUMO2/SVIP/TBRG4/TGFB1/TIMP1/TIMP3/TIPARP/TIRAP/TMEM129/TMEM199/TMEM259/TNFAIP1/TNFAIP3/TP53INP2/TRAF2/TRIM32/TRIM39/TRIR/TRPC4AP/TTC5/UBA52/UBB/UBC/UBE2B/UBE2C/UBE2D1/UBE2J2/UBQLN4/UBXN4/UCHL1/USP18/USP30/USP5/VCP/VPS28/ZFAND2A/ZFP36/ZFP36L1/ZFP36L2/ZPR1/ZSWIM8,218
GO:0045862,BP,GO:0045862,positive regulation of proteolysis,63/2934,102/6969,4.39E-05,0.005166427,0.004788054,APH1A/ARHGEF2/ARIH2/ATP5IF1/BAG2/BAX/BBC3/BCAP31/BCL10/BID/CAPN3/CASP8/CCDC22/CCN1/CLDN4/CLEC3B/CLU/CSNK1E/CTSH/CTSV/CYCS/DAP/DDRGK1/DVL1/F3/FADD/FAM162A/FAS/FZR1/GABARAP/GBA1/L3MBTL3/LAPTM5/MDM2/MTCH1/MYC/NKX3-1/NLRP3/PLGRKT/PLK3/PRKN/PSEN1/PSENEN/PSMD10/PSME1/PSME2/PSME3/PTK2B/RACK1/RHOA/RNF180/RNF19B/RPS27L/RPS3/S100A10/S100A8/SIRT1/SMAD7/STUB1/SUMO2/TMEM259/TRIM32/ZFAND2A,63
GO:1903052,BP,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,27/2934,36/6969,6.12E-05,0.006951956,0.006442816,ARIH2/ATP5IF1/BAG2/BCAP31/CCDC22/CLU/CSNK1E/DDRGK1/DVL1/FZR1/GABARAP/GBA1/L3MBTL3/MDM2/PLK3/PRKN/PSEN1/PSMD10/PTK2B/RACK1/RNF180/RNF19B/SMAD7/STUB1/SUMO2/TMEM259/ZFAND2A,27
GO:0006091,BP,GO:0006091,generation of precursor metabolites and energy,96/2934,169/6969,6.90E-05,0.007583379,0.007027995,ACO2/ADH5/ALDOC/ANTKMT/ASIP/ATP5PO/CHCHD10/CHCHD2/COQ10B/COX17/COX5A/COX5B/COX6C/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/CYCS/DDIT4/DLST/ENO3/ENO4/EPM2A/ETFB/FDX1/FH/G6PD/GAPDH/GBA1/GCK/GNPDA1/GPI/GSK3A/GYS1/GYS2/IDH3B/IDH3G/INPP5K/MT3/MTFR1/MTFR1L/MTFR2/NDUFA10/NDUFA7/NDUFB6/NDUFB8/NDUFB9/NDUFC2/NDUFS6/NDUFS8/NDUFV1/NDUFV2/P2RX7/PARK7/PDE12/PGAM1/PGAM2/PGD/PGK1/PGLS/PHB2/PHKG1/PHKG2/PHLDA2/PPP1CA/PPP1R3B/PPP1R3C/PPP1R3D/PPP2CA/PSEN1/PTH/PYGL/PYGM/RHOA/RPIA/SCO2/SDHAF2/SDHB/SDHC/SDHD/SLC25A33/SLC4A1/SUCLG1/THAP11/TIGAR/TKT/TPI1/UCP2/UQCC2/UQCR10/UQCR11/UQCRB/UQCRQ/ZBTB7A,96
GO:0042273,BP,GO:0042273,ribosomal large subunit biogenesis,25/2934,33/6969,8.72E-05,0.009148107,0.008478127,CINP/DDX28/DHX30/EIF6/GTPBP4/LTO1/MRPL20/MRTO4/NIP7/NLE1/NOL9/NOP2/PPAN/RPL10/RPL26/RPL35/RPL35A/RPL6/RPL7/RPL7L1/RPLP0/RRS1/TMA16/WDR12/WDR74,25
GO:0065003,BP,GO:0065003,protein-containing complex assembly,224/2934,441/6969,8.88E-05,0.009148107,0.008478127,ABL1/ABT1/AIF1/ALOX15/ARF6/ARPC2/ARPC3/ARPC5/ARPC5L/ATL1/ATP23/ATPAF1/AVIL/B2M/BAX/BBC3/BCL10/BCS1L/BRD2/BRF2/BRK1/CALR/CAPN3/CAPZB/CASQ1/CD74/CDC42EP2/CDC42EP3/CDC42EP4/CDH17/CELF3/CENPP/CHCHD10/CHMP4A/CLNS1A/CLP1/CLU/COA4/COPS7A/COPS8/COX16/COX17/COX18/COX19/COX7A2L/CRTC1/CRTC2/CYRIA/DDX20/DDX28/DENR/DHX30/DMAC2/DMTN/DNAAF5/DNAJB12/DRG1/EIF3H/EIF3I/ELAVL1/ESR1/EVL/FADD/FARSA/FBLIM1/FES/FGB/FMC1/FOXRED1/FSCN1/GBA1/GEMIN8/GPX4/GRB2/GRWD1/GTF2B/HEY2/HIGD1A/HIRA/HSD17B10/IL5/ISG15/KCNC3/KCND1/KCTD1/KCTD10/KCTD17/KCTD5/LRRC8A/LRRC8D/LUC7L/LYRM2/MACROH2A1/MDM2/ME1/MFSD2A/MIF/MLKL/MRPL20/MRPS11/MRPS7/MRTO4/MSRB1/MYD88/MZT1/NAF1/NAP1L4/NCK2/NDUFA11/NDUFAF3/NDUFAF5/NDUFB1/NDUFB4/NDUFB5/NDUFB7/NDUFB8/NDUFC2/NDUFS5/NDUFS8/NISCH/NOPCHAP1/NUP153/OPRD1/P2RX3/P2RX7/PARK7/PDCL/PDZD11/PIP4P1/POGZ/POLE3/PPAN/PPP2CA/PREB/PRKN/PRNP/PRPF18/PRPF31/PSMD10/PSMD9/PSMG1/PSMG3/PTK2B/RACK1/RAD51/RAD52/RAP1B/RHOA/RNF4/RPL10/RPL6/RPLP0/RPS15/RPS27/RPS27L/RPS28/RPS3/RPSA/RRS1/RTN4/SAMHD1/SAR1A/SCO1/SCO2/SDHAF1/SF3A3/SFSWAP/SHQ1/SIGMAR1/SLA-DQB1/SLC1A5/SLC25A33/SLC31A1/SLC39A12/SLC9A1/SNAP29/SNAP91/SNRPC/SNRPD1/SNRPE/SNRPF/SNRPG/SOX9/SRSF6/STRAP/STUB1/SVIP/TAF11/TAF7/TAF7L/TAL1/TARBP2/TBCB/TEKT2/TFIP11/TGFB1/TICAM1/TIMM21/TIRAP/TLR4/TMEM126A/TMEM186/TMEM199/TMEM35A/TMOD4/TMSB10/TMSB4X/TNFAIP1/TPPP2/TPPP3/TRAF2/TRIM32/TSPAN33/TUBB1/TWF2/UBE2C/UQCC1/UQCC2/UQCC3/UQCC4/USP39/VEGFA/VSTM5/YJU2,224
GO:0032434,BP,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,29/2934,40/6969,9.28E-05,0.009270159,0.00859124,ARAF/ARIH2/BAG6/BCAP31/CLU/CSNK1E/DDRGK1/DESI1/DVL1/FZR1/GABARAP/GBA1/MDM2/PARK7/PLK3/PRKN/PSEN1/PSMD10/RACK1/RNF180/RNF19B/RPL11/SMAD7/STUB1/SUMO2/SVIP/TRIM39/UBQLN4/ZFAND2A,29
GO:0051090,BP,GO:0051090,regulation of DNA-binding transcription factor activity,75/2934,128/6969,0.000109588,0.010620406,0.009842599,ARHGEF2/BCL10/BHLHE40/BUD31/CAMK2A/CAPN3/CCDC22/CD40/CD40LG/CEBPB/CEBPG/CLU/CRTC1/CRTC2/CTH/DAP/DDIT3/DDRGK1/ESR1/FOXA2/HES6/HEYL/IKBKB/IKBKG/IL18/IL5/KEAP1/LAMTOR5/LRP8/LRRC14/MAD2L2/MEN1/MTURN/NFKBIA/NFKBIB/NKX3-1/NTRK1/OTULIN/PARK7/PHB2/PIAS4/PIM1/PLPP3/PSMD10/RAB7B/RGCC/RHEBL1/RIPK3/RPS3/SAV1/SIRT1/SMAD7/SMARCB1/SMO/SPHK1/SRF/SRI/TERF2IP/THAP11/TICAM1/TIRAP/TLR2/TLR4/TMSB4X/TNFAIP3/TRAF2/TRAF3/TRAIP/TRIM26/TRIM27/TRIM32/TRIM62/TSSK4/VEGFA/ZBTB7A,75
GO:0044248,BP,GO:0044248,cellular catabolic process,232/2934,460/6969,0.000118142,0.011007683,0.010201514,ABAT/ABHD2/ABHD5/ABHD6/ACADS/ACOT8/ACOX2/ADAMTS13/AGO2/AKR1A1/ALDH2/AMDHD2/APOA4/APOC3/ARG1/ARG2/ATG10/ATG13/ATG16L1/ATG16L2/ATG4B/ATG4D/ATG7/ATP2A2/ATP5IF1/BAX/BLVRA/BLVRB/CDC37/CHKB/CHMP1A/CHMP4A/CHMP5/CISD2/CNOT3/CNOT8/CNOT9/CNP/COMT/CPT1B/CPT2/CREG1/CRY1/CTSH/CYP26B1/DAP/DCP1A/DCPS/DCTPP1/DDRGK1/DDX49/DEPP1/DLST/DNASE1L1/DNASE2/DNPH1/DPYD/DPYS/DRAM1/DUOX1/DUT/ECH1/EDC3/EIF4A3/ELAVL1/EMC6/ENTPD1/EPHX1/EPHX2/EPM2A/ETFB/EXOSC3/EXOSC4/FAAH/FASTK/FBXO7/FEN1/FITM2/FOXO1/FUNDC2/FURIN/GABARAP/GABARAPL1/GABARAPL2/GATD1/GBA1/GFAP/GM2A/GNPDA1/GOT1/GOT2/GPT2/GPX1/GSTM3/GSTO1/GSTZ1/GUSB/HADH/HADHA/HAGHL/HAO2/HBE1/HBQ1/HINT1/HMOX1/HMOX2/HSD17B10/HSD17B6/HYAL4/IDO1/IFT20/IGF2BP1/IL10RA/ISG20/ITPA/KEAP1/LEPR/LIPE/LSM5/LYPLA2/MAGOH/MAP1LC3A/MAP1LC3B/MAP1LC3C/MCL1/MFSD2A/NAF1/NBR1/NEU1/NEU3/NOS2/NOS3/NSFL1C/NT5C/NT5E/NT5M/ORMDL3/P2RX7/PABPC4/PARK7/PCID2/PDE12/PDE2A/PDE4A/PDE4B/PELO/PHB2/PHF23/PLA2G4A/PLA2G4B/PLEKHM1/PLK2/PLK3/PLPP1/PNLDC1/PNPLA2/POLDIP2/POP1/PRDX6/PRKN/PSEN1/QDPR/QPRT/RAB1B/RAB39B/RALB/RBM38/RBM8A/RENBP/RETREG3/REXO4/RNASEH1/RNASEH2A/RNF41/RNF5/RRAGA/S100A8/SAMHD1/SDS/SESN2/SIDT2/SIRT1/SKIC8/SLC25A44/SLC25A5/SMG9/SMPD2/SNAP29/SNX30/SPATA18/SQSTM1/STK35/STK38L/SVIP/TAT/TBRG4/TGFB1/TGFBRAP1/TICAM1/TIGAR/TIMP1/TIMP3/TIRAP/TMBIM6/TMEM39A/TMEM41B/TMEM59/TMEM74/TOLLIP/TOMM7/TP53INP1/TP53INP2/TRAF2/TRIM27/TRIM32/TRIR/TTC5/TWIST1/UBQLN4/UFC1/ULK3/UROD/VAMP8/VCP/VPS16/WDR45/WDR45B/ZFP36/ZFP36L1/ZFP36L2/ZPR1/ZSWIM8,232
GO:1901800,BP,GO:1901800,positive regulation of proteasomal protein catabolic process,23/2934,30/6969,0.000123415,0.011007683,0.010201514,ARIH2/BAG2/BCAP31/CLU/CSNK1E/DDRGK1/DVL1/FZR1/GABARAP/GBA1/MDM2/PLK3/PRKN/PSEN1/PSMD10/RACK1/RNF180/RNF19B/SMAD7/STUB1/SUMO2/TMEM259/ZFAND2A,23
GO:0051205,BP,GO:0051205,protein insertion into membrane,20/2934,25/6969,0.000123607,0.011007683,0.010201514,AGK/BAG6/BAX/BBC3/BCS1L/COX18/EMC3/EMC4/EMC6/EMC9/GET1/GET3/GRIN3B/MAIP1/MTCH1/ROMO1/SEC61A1/TIMM22/TRMT10B/WDR83OS,20
GO:0033108,BP,GO:0033108,mitochondrial respiratory chain complex assembly,31/2934,44/6969,0.000128351,0.011129417,0.010314332,BCS1L/COA4/COX16/COX17/COX18/COX19/DMAC2/FOXRED1/LYRM2/NDUFA11/NDUFAF3/NDUFAF5/NDUFB1/NDUFB4/NDUFB5/NDUFB7/NDUFB8/NDUFC2/NDUFS5/NDUFS8/SCO1/SCO2/SDHAF1/SLC25A33/TIMM21/TMEM126A/TMEM186/UQCC1/UQCC2/UQCC3/UQCC4,31
GO:0006914,BP,GO:0006914,autophagy,90/2934,159/6969,0.000137226,0.011282875,0.010456552,ATG10/ATG13/ATG16L1/ATG16L2/ATG4B/ATG4D/ATG7/ATP2A2/ATP5IF1/CDC37/CHMP1A/CHMP4A/CHMP5/CISD2/CREG1/CRY1/DAP/DDRGK1/DEPP1/DRAM1/EMC6/EPM2A/FBXO7/FOXO1/FUNDC2/GABARAP/GABARAPL1/GABARAPL2/GBA1/GFAP/IFT20/IL10RA/KEAP1/LEPR/MAP1LC3A/MAP1LC3B/MAP1LC3C/MCL1/NBR1/NSFL1C/ORMDL3/PARK7/PHB2/PHF23/PLEKHM1/PLK2/PLK3/POLDIP2/PRKN/PSEN1/RAB1B/RAB39B/RALB/RETREG3/RNF41/RNF5/RRAGA/S100A8/SESN2/SIRT1/SLC25A5/SNAP29/SNX30/SPATA18/SQSTM1/STK35/STK38L/SVIP/TGFBRAP1/TICAM1/TIGAR/TMBIM6/TMEM39A/TMEM41B/TMEM59/TMEM74/TOLLIP/TOMM7/TP53INP1/TP53INP2/TRIM27/TRIM32/UBQLN4/UFC1/ULK3/VAMP8/VCP/VPS16/WDR45/WDR45B,90
GO:0061919,BP,GO:0061919,process utilizing autophagic mechanism,90/2934,159/6969,0.000137226,0.011282875,0.010456552,ATG10/ATG13/ATG16L1/ATG16L2/ATG4B/ATG4D/ATG7/ATP2A2/ATP5IF1/CDC37/CHMP1A/CHMP4A/CHMP5/CISD2/CREG1/CRY1/DAP/DDRGK1/DEPP1/DRAM1/EMC6/EPM2A/FBXO7/FOXO1/FUNDC2/GABARAP/GABARAPL1/GABARAPL2/GBA1/GFAP/IFT20/IL10RA/KEAP1/LEPR/MAP1LC3A/MAP1LC3B/MAP1LC3C/MCL1/NBR1/NSFL1C/ORMDL3/PARK7/PHB2/PHF23/PLEKHM1/PLK2/PLK3/POLDIP2/PRKN/PSEN1/RAB1B/RAB39B/RALB/RETREG3/RNF41/RNF5/RRAGA/S100A8/SESN2/SIRT1/SLC25A5/SNAP29/SNX30/SPATA18/SQSTM1/STK35/STK38L/SVIP/TGFBRAP1/TICAM1/TIGAR/TMBIM6/TMEM39A/TMEM41B/TMEM59/TMEM74/TOLLIP/TOMM7/TP53INP1/TP53INP2/TRIM27/TRIM32/UBQLN4/UFC1/ULK3/VAMP8/VCP/VPS16/WDR45/WDR45B,90
GO:0071826,BP,GO:0071826,protein-RNA complex organization,45/2934,70/6969,0.000140394,0.011282875,0.010456552,ABT1/CELF3/CLNS1A/CLP1/DDX20/DDX28/DENR/DHX30/EIF3H/EIF3I/GEMIN8/LUC7L/MRPL20/MRPS11/MRPS7/MRTO4/NAF1/NOPCHAP1/PPAN/PRPF18/PRPF31/RPL10/RPL6/RPLP0/RPS15/RPS27/RPS27L/RPS28/RPSA/RRS1/SF3A3/SFSWAP/SHQ1/SNRPC/SNRPD1/SNRPE/SNRPF/SNRPG/SRSF6/STRAP/TARBP2/TFIP11/USP39/VCP/YJU2,45
GO:0010498,BP,GO:0010498,proteasomal protein catabolic process,77/2934,133/6969,0.00015389,0.012072999,0.011188809,ARAF/ARIH2/BAG2/BAG6/BCAP31/CALR/CLU/CSNK1E/DDB1/DDIT3/DDRGK1/DERL3/DESI1/DNAJB12/DVL1/EDEM2/ENC1/EPM2A/FAF2/FBXL12/FBXO38/FBXO4/FBXO7/FZR1/GABARAP/GBA1/KLHDC3/MDM2/NSFL1C/PARK7/PCBP2/PITHD1/PLK3/PRKN/PSEN1/PSMA5/PSMB3/PSMC1/PSMC2/PSMC5/PSMD10/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/RACK1/RAD23A/RNF122/RNF180/RNF19B/RNF4/RNF41/RNF5/RPL11/SELENOS/SIAH2/SIRT1/SMAD7/SPOP/STUB1/SUMO2/SVIP/TMEM129/TMEM259/TNFAIP1/TRIM39/TRPC4AP/UBB/UBE2B/UBE2C/UBE2J2/UBQLN4/UBXN4/VCP/ZFAND2A,77
GO:2000060,BP,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,24/2934,32/6969,0.0001592,0.012106771,0.011220108,ARIH2/BCAP31/CCDC22/CLU/CSNK1E/DDRGK1/DVL1/FZR1/GABARAP/GBA1/L3MBTL3/MDM2/PLK3/PRKN/PSEN1/PSMD10/PTK2B/RACK1/RNF180/RNF19B/SMAD7/STUB1/SUMO2/ZFAND2A,24
GO:0045732,BP,GO:0045732,positive regulation of protein catabolic process,39/2934,59/6969,0.000161669,0.012106771,0.011220108,ARIH2/ASB11/ASB9/BAG2/BCAP31/CBLB/CLU/CSNK1E/DDRGK1/DVL1/FOXO1/FZR1/GABARAP/GBA1/HAMP/MARCHF2/MDM2/OAZ3/PLK2/PLK3/PRKN/PSEN1/PSMD10/RACK1/RNF180/RNF19B/RNF41/SMAD7/SNF8/SOX9/STUB1/STX5/SUMO2/TIPARP/TMEM259/TNFAIP3/TRIM32/VPS28/ZFAND2A,39
